Tweets,Type,Url
The beginning of our #freedoms being taken was #911 What's the REAL TRUTH? Now it's the flu #covidisalie,1,https://twitter.com/mia_deplorable/status/1420356623701319681
"😂😂😂 y'all are still following guidelines? I thought we were free 🤔 y'all go ahead and keep following guidelines, imma do me... #vaccinefree #sheeple #cdc #covidisalie #COVID
 ""Fully vaccinated people can gather indoors without masks, CDC says""  https://twitter.com/i/events/1368958557480099842",1,https://twitter.com/KolaThaGreat/status/1368982123881889793
"There are two types of people in this world.
Ones that believe in Covid and viruses and vaccines
Others that have studied all viewpoints and understand this scamdemic is an forced opinion and/or marketing campaign, nothing more
#wakeup #covidisalie",1,https://twitter.com/ericdchong/status/1390287094963081218
"That's the thing - there is no virus. There have been NO EXCESS DEATHS THIS YEAR. During a ""deadly pandemic"". People gotta wake up! https://bit.ly/noexcessdeaths #scamdemic #thereisnovirus #COVID1984 #COVID19 #COVID #COVIDIOTS #covidisalie",1,https://twitter.com/TheLibCommie/status/1338872800480784384
"Every single PATRIOT should intentionally go into public, everywhere you can WITHOUT A MASK.  Overwhelm this TYRANNICAL FL government.   The power is in the people. USE IT! http://t.ly/30aO  #COVIDISALIE",1,https://twitter.com/Non_GMO_Gringo/status/1276936088452395009
This has nothing to do with breaking news this is bullshit propaganda. #CovidIsALie,1,https://twitter.com/lekkerwakker1/status/1519021059235885057
Such a deadly virus that high risk patients only need a pill to be treated at home … 🤣🤣 #Scamdemic,1,https://twitter.com/radswan1/status/1519917069118050304
What a load of effing cockwomble! So it basically doesn't work but they still push division sucking in the mindless sheep...#Scamdemic #NoMandatoryVaccine #pureblood,1,https://twitter.com/LilPuddley/status/1518863235096719360
"Their lies are beginning to unravel 
#Plandemic #Scamdemic #FakeVirus #CrimesAgainstHumanity #Nuremberg2",1,https://twitter.com/EndTheWEF/status/1519488701113507840
"Psychopaths switching ""Pandemic"" to ""Endemic""
 Meaning it's a regular part of YOUR LIFE just like the COLD always has been.

WE WILL CONTINUE TO CALL IT ""SCAMDEMIC""💉💸💸🤡🌎🐍
#scamdemic",1,https://twitter.com/covidhoax1984/status/1519608888177446912
It’s dangerous to be right when the #government is wrong. Stand in your power. Be the light that ignites others. #Covid19 #Scamdemic,1,https://twitter.com/DaveskiDave1/status/1519961779203457025
The best way to avoid vaccine injury is to not let the needle pierce the skin. #VaccineSideEffects #VaccineFraud #VaccineDeaths,1,https://twitter.com/DKanargel/status/1514633542642376708
"DO NOT VACCINATE w/out investigating the real risk vs benefit. The flu vaccine is among most dangerous! #vaccine are a FRAUD on society, and ASSAULT to our health! #vaccinefraud #CDCfraud #VaccineViolence",1,https://twitter.com/OSchnatch/status/1173690515709054976
"#JustifiedProtest 
Government blocked access to life, liberty, & 🇨🇦 Charter of Rights!
#CrimesAgainstHumanity 
#CrimesAgainstCanadians
#MedicalTyranny
#TrudeauTheTyrant 
Speak truth to what you all have been complicit in!
Any elected that spoke truth  silenced by their own party!",1,https://twitter.com/IBAConservative/status/1518749178603753473
"Keep your immunity up, take vitamins A, C, D, Zinc and Quercetin. Exercise and keep that weight down. Covid hits the obese. 2+ years and haven’t even got the sniffles. #vaccinefraud #ItWasAScam",1,https://twitter.com/UncleRDuke/status/1519041056179900418
"Better to be a ""COVIDIOT"" and die free than to be a #COVIDSHEEP and live on your knees for the rest of your life wearing a mask and blindly accepting experimental chemicals being injected into your veins that cause infertility and heart inflammation and death. #COVIDIOTS",1,https://twitter.com/DogSurviving/status/1416719589208207371
"#Refuse to be a #covidsheep and don't wear a #facemask!

Tell the #CovidHoax supporting #Terrorist, #SadiqKhan where he can shove his, bad for your #health masks! Bring on the #antimask London Protests and riots! 
#LondonMaskRiots #Refusefacemasks #SayNoToFacemasks #JailcovidKhan",1,https://twitter.com/AVDCAreScum/status/1415069891883843584
"Keep your immunity up, take vitamins A, C, D, Zinc and Quercetin. Exercise and keep that weight down. Covid hits the obese. 2+ years and haven’t even got the sniffles. #vaccinefraud #ItWasAScam",1,https://twitter.com/UncleRDuke/status/1519041056179900418
"so the regular seasonal flu has 'disappeared' but 'Covid' is causing all these deaths? 
Stop watching the news and do your own research....

https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/839350/Surveillance_of_influenza_and_other_respiratory_viruses_in_the_UK_2018_to_2019-FINAL.pdf 

#nationallockdown #COVIDSecondWave #covidsheep #COVIDIOTS #coronavirusuk",1,https://twitter.com/Rando_TheTrader/status/1346091903503183872
"Not even the same thing's... 🤦‍♀️🤦🏾‍♂️
The flu is still very close to covid19 with her lethality. So your kids did wear a mask during each flu pandemic at school, grocery store and outdoors?
No?  😱How could you! Child abuse! 
Sheeple are the worst.
#CovidSheep
#Covidiots",1,https://twitter.com/BernfriedI/status/1434283047130644480
Why are so many people compliant by wearing #facemasks? Don't even get me started in those who think it is a fashion accessory. The government are controlling us and this is just the start. #wakeuppeople #nomasks #covidsheep,1,https://twitter.com/xyroplex/status/1290381432955842561
"I'm not a scientist, but I can think. 

If the unvaccinated are putting the vaccinated at risk, the vaccine not only doesn't work -- it actually makes you sick. 

Logic. 🤷🏼‍♀️",1,https://twitter.com/ComradeVero/status/1519404236387373059
"Just a friendly reminder. If you test positive for SARS-COV-2 after being vaccinated and are experiencing mild symptoms or even no symptoms at all? 

Yes, your vaccine worked. 

Don’t let anyone tell you otherwise.",0,https://twitter.com/sailorrooscout/status/1520049760253657088
"Hearing of nothing but food processing plants burning down. 

Any ‘vaccine’ production factories been destroyed yet?",1,https://twitter.com/noreward_norisk/status/1520370392111661061
Look how much their vaccine helped. Helped with what is yet to be confirmed.,1,https://twitter.com/WATCHMEBURNDOW1/status/1520375814352637952
"I’ve shared over 19,000 injury stories on Twitter in just 4 months. This is the real pandemic. 

Why isn’t this on the news?

⚠️ CANCER 
⚠️ ADVERSE REACTIONS 
⚠️ DEATH 
⚠️ INTERNAL BLEEDING 
⚠️ MENSTRUAL CHANGES 
⚠️ HEART PROBLEMS",1,https://twitter.com/Storiesofinjury/status/1511068409802371074
Indian vaccine industry developed the Covid vaccine with indigenous technology in collaboration with India’s research institutions within the shortest time. India provided 115 million doses of vaccines to more than 97 countries. ,0,https://twitter.com/KeligariPraveen/status/1520788538018889728
Joe Biden destroys Fox News over vaccines 😂,0,https://twitter.com/RupertMyers/status/1520691480058286082
"Something you won’t see in the mainstream news, Denmark suspends its nationwide COVID vaccine program.

Zero-COVID is impossible and life is worth living.",0,https://twitter.com/aginnt/status/1519114213695787008
"|'countless children are currently at risk of starvation, are exposed to lack of vaccines and other medicines, while others are separated from their parents or guardians' 
@MarshadeCordova
 
@CarolineLucas
 
@Jeremy_Hunt
 
@UNHumanRights
 
@IntlCrimCourt
 
@lisanandy",0,https://twitter.com/TgrayHiwi/status/1520540702278664194
BREAKING NEWS: Pregnant and Breastfeeding Women were excluded from the COVID-19 Vaccination trials before determining if they were safe and effective,0,https://twitter.com/lianyou11/status/1520796378272006145
FOX NEWS tells you MAGA suckers to avoid the vaccine which they secretly take. The rubes and marks are so easy to fool.,0,https://twitter.com/BarnowskyLarry/status/1520794557222371328
A little good news on the COVID front for a change.,0,https://twitter.com/scopedbylarry/status/1520789235254538242
"Northern B.C. pub 'busier than ever' after keeping vaccine card requirement, says owner",0,https://twitter.com/cbcnewsbc/status/1518259223985106944
Do Vaccines Protect Against Long Covid? https://virasth.com/do-vaccines-protect-against-long-covid/,0,https://twitter.com/VirasthNews/status/1520062262777716736
"Excellent news!
UC drops vaccine mandate beginning summer 2022 | News | http://newsrecord.org",0,https://twitter.com/RaineC16/status/1517822675476918272
COVID vaccines for America’s youngest youngsters: FDA sets June meetings,0,https://twitter.com/VirasthNews/status/1520454619540992002
"If student-loan debt is forgiven and college becomes more affordable, more young people will get an education, and fewer people will believe the Earth is flat, that vaccines contain Satan’s DNA, and Fox News viewership will decline. So where’s the downside again?",0,https://twitter.com/jp262/status/1519638722056237059
"The only way to ensure there are tools such as vaccines to prevent another major pandemic is by continuing to fund research and development at scale.

That’s why we pledged a further $150 million to 
@CEPIvaccines
.

Learn more 👇

#WorldImmunisationWeek",0,https://twitter.com/wellcometrust/status/1520411905206202369
"We can't be lethargic n careless against this new variant of COVID, it's highly advised to take all basic cautious steps to protect our/yourself... 
New Omicron sub-variants can escape vaccine. 
 https://timesnownews.com/india/new-omicron-sub-variants-can-escape-vaccine-natural-immunity-have-potential-to-trigger-new-wave-experts-explain-article-91234819
Download the Times Network app now:",0,https://twitter.com/KambSchandra/status/1520786246347280387
"Doctors who criticise vaccines or lockdown policies on social media could face being struck off if regulators rule they are guilty of spreading 'fake news', according to new guidance from the GMC.
",0,https://twitter.com/toadmeister/status/1519250861838540800
"Biden has his problems. But he’s right about the Fox News hypocrites, who all have their vaccines, while they pushed the political agenda of vaccine opposition. For shame.",0,https://twitter.com/c_cuddle/status/1520798239762624512
"That's great news, we need to have our own vaccine manufacturing system and research facilities so we don't end up in the same situation as we did with Covid vaccines",0,https://twitter.com/40acrewoods/status/1520105668849528833
Kentucky teacher accused of making fake vaccine cards for field trip – KIRO 7 News Seattle,0,https://twitter.com/educationaspect/status/1520799227995168770
"2 vacs, 2 boosters, and no COVID. I work as a nurse with lots of COVID patients and not one symptom. Vaccines work, masks work, COMMON SENSE WORKS!!! ❤️",0,https://twitter.com/redarizona03/status/1520776909105233920
Are you still alive? Did you have to go on a ventilator? Were you hospitalized? The vaccine is not a guarantee you won't get COVID. They lessen the risk and help you to survive it if you do. It's important to understand how vaccines work.,0,https://twitter.com/write2live/status/1519009277322481664
"When I served in the military, I got a lot of required vaccines

The evidence is in, that data is there.  The vaccines work and are safe",0,https://twitter.com/RanmaOtherHalf/status/1519776254542573568
"COVID 4th wave: New variants of corona don’t leave even people who have all vaccines, keep a close eye on these 7 symptoms",0,https://twitter.com/finaxnewshindi/status/1519953983707795456
"Vaccines 💉 enable a #LongLifeForAll – animals, humans, the world.

They work to prevent 🦠 deadly diseases 🦠  from greatly impacting collective health and enable optimal well-being for all.

#VaccinesWork #WorldImmunizationWeek",0,https://twitter.com/OIEAnimalHealth/status/1519753421133389825
".
@BillGates
 talks about the #Covid19 and about the key lessons the world has learnt from the pandemic. He also talked about the steps that nations should take to prevent the next pandemic. Watch the exclusive video.",0,https://twitter.com/timesofindia/status/1520605544960061440
"POLIO
0.5% develop paralysis
3,000 Americans died during worst year
People: We must do everything to stop this!

#COVID19
30% develop disabling #LongCovid
1 MILLION Americans dead in 2 years
People: It’s just a flu. My freedoms! Masks annoy me! #UrgencyOfNormal",0,https://twitter.com/catladyactivist/status/1520769437246308353
"I saw a patient this evening who lost their partner, a child, and 7 family members from #COVID19. And we cried in the exam room together. Shame on all of you for calling it mild. Shame on all of you for acting like this #pandemic is over. #NurseTwitter",0,https://twitter.com/mpirotteRN/status/1519502222492676099
"Covid now the number 1 cause of death in Australia with current numbers. 
Every politician worthy of being elected should be all over this. The media should be. We all should be. 
This is not ‘mild’. 
And then there is #LongCovid …….",0,https://twitter.com/DrShaneRRR/status/1520266478989488128
"In the year after recovering from #COVID19, Increased cardiovascular risks* seen even among those who weren’t hospitalized! Gentle reminder than #LongCovid is real.

*arrhythmia, heart muscle inflammation, blood clots, strokes, heart attacks, heart failure
https://jamanetwork.com/journals/jama/fullarticle/2789793
",0,https://twitter.com/DrEricDing/status/1520606730685607936
"I don't understand how people on East Coast are pretending #Covid19 is over when the whole East Coast is bright red with HIGH community transmission of Covid. And we know these numbers are a vast undercount! 

The levels of denial of Covid are off the charts right now. #WearAMask",0,https://twitter.com/myrabatchelder/status/1519472131825930240
All New Yorkers 12 and older should receive a no-cost #COVID19vaccine booster after completing their primary COVID-19 vaccination series. Some people can now receive two boosters. Make an appointment today: https://nychealthandhospitals.org/covidvaccine,0,https://twitter.com/NYCHealthSystem/status/1520478269702909954
"A friend of mine who lives in Victoria (#Australia ) told me, he can go to gym, pubs etc without #COVID19Vaccine but can't go to office due to General worker mandate & as a result, soon he will be out of work with a massive mortgage, wife & a 1 year old to feed.

😢

#COVID19Aus",0,https://twitter.com/real_GGoswami/status/1518164261549137920
I now have a fully #COVID19Vaccine household. My two small boys got their 💉 at the local centre.  I’m in awe of how local centres have adapted themselves to deal with small nervous humans with games and colouring books. Thank you to all #NHS staff and volunteers.,0,https://twitter.com/jen_jen_clark/status/1519953460111843328
"On April 29, Don Diamond, Ph.D., will be recognized by The Orange County Celebration of Heroes Project for developing COH04S1, a single-dose #COVID19vaccine that quickly produces an immune response with only mild side effects.

Congratulations, Dr. Diamond!",0,https://twitter.com/cityofhope/status/1519352113771388928
"The World Health Organization Thailand has advised the elderly to vaccinate with a #COVID19Vaccine because they have a higher risk of hospitalization and death from the virus than younger people have, especially older persons who have underlying diseases.",0,https://twitter.com/prdthailand/status/1519972258613104640
"I just got my second booster shot!
The pharmacist is also the owner & he told me that by the end of this year there will be another #COVID19Vaccine available, engineered to target future mutations and variant strains. Please everyone #GetVaccinated get your #BoosterShots & 😷
PS:",0,https://twitter.com/draculasspatula/status/1519378148550447106
"BREAKING | Covaxin cleared for kids 6 and above in India. 

Would be great time to also make the efficacy data on Covaxin in kids public. #COVID19Vaccine",0,https://twitter.com/rishika625/status/1518858310723653633
"#Muslims in the #WestMidlands invited to get their #COVID19 spring booster while observing #Ramadan
 
The #COVID19vaccine does not contain animal products & does not break your fast

So book a jab:
http://bit.ly/GetCOVID19Vaccine

Or #GrabAJab at a walk-in clinic:
http://bit.ly/GrabAJabWM",0,https://twitter.com/UKHSA_WestMids/status/1519353176805322752
"Excited to work with 
@ICES
 colleagues 
@deshaynef
  
@DrJeffKwong
  & Joel Ray to better inform our patients about #COVID19Vaccine #infertility #miscarriages & #periods. Thank you 
@CIHR_IRSC
 for your support",0,https://twitter.com/mp_velez/status/1519119940565053440
#Booster update: New Yorkers age 50+ and those who are immunocompromised should get a second #COVID19vaccine booster shot four months after receiving their first Pfizer or Moderna booster. Make an appointment today: https://nychealthandhospitals.org/covidvaccine,0,https://twitter.com/NYCHealthSystem/status/1519070074010800130
"Syukur. 1st dose Covid19 vaccine for my 5yo lil' prince. 
Adik, thanks for being a brave young man syg. Mommy so proud of you!😘
He looks really cool in this photo kan?😉 

Thanks to 
@KKMPutrajaya
 too for great efforts taken to protect our loved ones.

#COVID19Vaccine
#PICKids",0,https://twitter.com/BebeAbber/status/1518081292038205441
"It was an excellent #DayofImmunology event led by 
@iuis_online
 bringing together experts from around the world to talk about Science, State and Challenges of #COVID19Vaccine.",0,https://twitter.com/mrzphd/status/1520080693102997506
"Viruses are constantly changing, creating new variants. Protect yourself against the virus that causes #COVID19 by staying up to date on your COVID-19 vaccines. This can help slow the emergence of new variants. Learn more about variants where you live: https://bit.ly/CDTUSvariants.",0,https://twitter.com/CDCgov/status/1520138366414696451
"First free speech test: #Covid19vaccine claims were lies, the response was a scam by the rich onto the everyone else and the virus is not dangerous enough to warrant lockdowns or the suspension of human rights.",1,https://twitter.com/LoudLogic01/status/1519377618377875457
#WuhanFlu was man made. #COVID19Vaccine killed healthy children. #Fauci is a snake oil salesman.  #MasksWork is a lie.  #FactCheck is fascism in practice.,1,https://twitter.com/eday311/status/1519144951115878401
"“It’s because of transparency that you can have trust in the procedure,” said 
@MetzTilly
, one of five green MEPs who moderated their legal action against 
@EU_Commission
 as the overall demands for #transparency in the #EU #COVID19Vaccine contracts continues
",0,https://twitter.com/AmalieMersh/status/1519576857523503104
"People are still playing #COVID…I’ve been openly laughing at people still partaking in this nonsense. 

Remember it was all part of the #SCAMDEMIC",1,https://twitter.com/Ed_Ible9/status/1519995743402008576
"As an UNvaxed Pure Blood, I feel pretty darn good about my decision to ""Just Say No"" to the free government jabs!! Some of those drug pushers need to go to prison!! #SCAMdemic",1,https://twitter.com/TheMagaDad/status/1522564825024540676
Such a deadly virus that high risk patients only need a pill to be treated at home … 🤣🤣 #Scamdemic,1,https://twitter.com/radswan1/status/1519917069118050304
After the recent #pfizerdocuments leak. We need to be more vocal about the #scamdemic than ever before. Especially as the emergency powers are still in effect in countries like Thailand.,1,https://twitter.com/pinatacoladaaa/status/1522623268577980416
"Every single SCUM involved in the #Scamdemic, those who supported & continues to repeat the lies today, will pay dearly & will face the wrath of those who lost loved ones.
Truth has a bad habit of revealing itself. Once it does, VENGEANCE will take over.
Laugh now while we cry..",1,https://twitter.com/DraGoonD2/status/1521507742380396547
"Real study, Microplastics in people lungs FOR THE FIRST TIME IN HUMAN HISTORY.  Causing all kinds of short and long term health issues.  Guess what kind of plastic it is?  The same stuff they use to make your MASKS! ""ITS JUST A MASK"" right? - THOUGHTS? #scamdemic",1,https://twitter.com/JohnDoe03894805/status/1522707128619880450
We were all lied to about the vax effectiveness and safety. Sadly some will never be the same! All involved in this diabolical plan need to be held accountable! #Scamdemic #pfizerdocuments #pfizerlied,1,https://twitter.com/DaysDezert/status/1522399984380878848
"I still can’t understand at this point, how supposedly intelligent doctors / infection control nurses / scientists etc have been so easily fooled. How can they be so naive? It’s rebranded Flu.
I saw through it from the start. It’s mind boggling
#Covidscam 
#Plandemic 
#Scamdemic",1,https://twitter.com/Staying_free21/status/1515506915094192132
"Thought this was a safe vaccine, why would we need this 
@JustinTrudeau
? One thing is for sure, Having NOT taken the clot shot I will not be using this QR code!!! 
#Scamdemic #CrimesAgainstHumanity",1,https://twitter.com/thepinkneonbird/status/1520971711201513473
"Psychopaths switching ""Pandemic"" to ""Endemic""
 Meaning it's a regular part of YOUR LIFE just like the COLD always has been.

WE WILL CONTINUE TO CALL IT ""SCAMDEMIC""💉💸💸🤡🌎🐍
#scamdemic",1,https://twitter.com/covidhoax1984/status/1519608888177446912
"Just rung my Drs and got a nice little msg about still being in a deadly pandemic, how new improved tech is being used to help patients, to stay away from the building and to stay safe. #scamdemic #covidlies",1,https://twitter.com/Tilbury_Author/status/1522141675161886720
Bill Gates says misinformation is killing people and it’s hard to understand why people don’t trust him or V🅰️CC💉N🅰️T💉🚫NS.🫤#Scamdemic,1,https://twitter.com/BlackMarzMedia/status/1521909240306319360
"A pathologist who conducted 100,000 covid blood tests concluded the vaccines do cause heart  inflammation and cancers 

#VaccineSideEffects #VaccineDeaths #vaccineinjuries #NIH #CDC #scamdemic #fauci",1,https://twitter.com/HeadlineUSA/status/1516483388051390464
"Hey 
@BorisJohnson
 
@sajidjavid
 
@NHSEnglandLDN
  you can stick your child jab up ya ass. Nothing but murdering scum the lot of you. It’s #poison. #scamdemic",1,https://twitter.com/gaunty8791/status/1516382215936090117
"I don't normally insert my opinion into situations such as this tragic one, but I agree that the whole story should be told, in view of her professional capacity, and in light of the factual data coming to light now, exposing the #scamdemic.",1,https://twitter.com/Jamie83390459/status/1505177983019008008
Na your good thanks. I’d rather my family not have your poison. They doing just fine without it. #scumbags.  #depopulation #scamdemic,1,https://twitter.com/gaunty8791/status/1518623296979447808
Isn't it funny how every time they want you to take another clot shot they come up with a new variant I will never trust another Dr.  again  #pandemic #Variant #Scamdemic,1,https://twitter.com/Malibuss72Randy/status/1514404282652667908
"Spent the afternoon at Heath Hospital Cardiff A&E. Still about 90% people wearing mask. Lying bugger on this form, didn’t provide a mask, probably thought it wasn’t worthwhile after asking about my jabs 😉🤣 #scamdemic #COVIDIOTS #CovidWarriors",1,https://twitter.com/DarrenM14629475/status/1522645319451918339
End of the scam of asymptomatic testing. It’s abusive and colossal waste of money. #Scamdemic,1,https://twitter.com/DennisR38458475/status/1519268284499214337
These people are going to destroy what little freedoms we currently have left! #covidlies,1,https://twitter.com/STFX_81/status/1522869267485675520
"“A growing percentage of Americans dying from covid-19 are vaccinated” 

Another conspiracy theory proved right #COVIDIOTS",1,https://twitter.com/RealSaltySlim/status/1522716111757877250
"Been saying “told you so” for over two years now.  It’s getting old!  

NOT REALLY!  🤣🤣🤔

I’m gonna need more tinfoil...

#COVIDIOTS",1,https://twitter.com/HawksNe54023420/status/1522373966224105485
"Thanks to our governments ! Bravo for those who didn’t take the jab... and the others... it’s time to fight them. We can’t do nothing for you now but God knows how hard we’ve tried...
#pfizerdocuments #COVIDIOTS #Liars",1,https://twitter.com/What_Now01/status/1523362292036820992
"Oh, *NOW* we can talk about vaccine side effects and blood clots?!

Just curious, “US regulators”: what was the magic number? How many innocent people had to die before you couldn’t maintain the lies any longer? We deserve the answer.

#pfizerdocuments #vaccineinjuries",1,https://twitter.com/FrontlineFlash/status/1522808996775739392
"#VaccineSideEffects 
#vaccineinjuries 
#VaccineDeaths are all coincidences - nothing to worry about",1,https://twitter.com/Luvmoorcats/status/1520618776214999041
"Seriously, definition of vaccine 💉 needs to be changed🤦🏽‍♂️ Not a single unvaccinated person among my relatives & friends regrets not taking the deadly “vaccine” Needless to say they’re as healthy as they used to be before the PLANdemic was brought on. #vaccineinjuries #Agenda2030",1,https://twitter.com/IrfanFacter/status/1522991883126919171
"Next time you visit your Dr, ask him straight up about the #vaccines! If he defends them, get up and walk out and never go back, they all know!
 If he is honest and speaks out about all the #vaccineinjuries they are seeing, he is a keeper and is a real Dr! They know! 😳",1,https://twitter.com/Dennistalksfact/status/1522441468463484936
When will Aussie parents wake up from this covid slumber?  #vaccineinjuries #Melbourne,1,https://twitter.com/MilesWalkwith/status/1522807523824517122
"this video ends the vaccine debate... no others are required... the vaccinated have killed themselves and they're hoping to take you with them...
#vaccine #VaccineDeaths #vaccineinjuries",1,https://twitter.com/JosephNaylor11/status/1519950426715549696
"Everything makes sense once you understand that Covid-19 was manufactured for the vaccines and not the other way around. 

#VaccineSideEffects #vaccineinjuries #VaccinePassports #DigitalID #WEFpuppet #GreatReset",1,https://twitter.com/search?q=%23vaccineinjuries&src=typeahead_click&f=top
"I am still completely stunned by the fact that medical doctors who are warning pregnant women about a glass of wine at the same time encourage them to take an experimental mRNA-'vaccine'! It's unbelievable and a bloody shame.
#vaccineinjuries",1,https://twitter.com/Appdeicon7/status/1522072147732140032
"I really can’t understand the argument of people saying that they were pressured into taking the jab.

I was under the same pressures. I just said no. Look at where we are.

You’re weak. You fucked up. Take responsibility and demand accountability.

#vaccineinjuries #vaccine",1,https://twitter.com/rationalfinker/status/1523379465585401856
